#TYPE System.Diagnostics.Eventing.Reader.EventLogRecord
"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10291$. The target name used was cifs/mdc-10939.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420865","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 9:10:42 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10242$. The target name used was cifs/mdc-11654.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420857","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 9:02:18 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-11092$. The target name used was cifs/mdc-10584.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420855","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 8:53:51 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10551$. The target name used was cifs/mdc-10158.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420853","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 8:52:01 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10242$. The target name used was cifs/mdc-11624.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420845","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 8:38:40 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server tab-11060$. The target name used was cifs/mdc-10265.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420844","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 8:37:22 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10698$. The target name used was cifs/mdc-10602.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420841","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 8:35:44 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10088$. The target name used was cifs/mdc-11632.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420840","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 8:32:38 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10266$. The target name used was cifs/mdc-11097.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420817","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 8:11:31 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-11286$. The target name used was cifs/mdc-10550.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420815","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 8:08:15 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10330$. The target name used was cifs/mdc-10509.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420812","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 7:59:31 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10449$. The target name used was cifs/mdc-10673.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420803","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 7:53:04 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10326$. The target name used was cifs/mdc-10129.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420799","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 7:45:40 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-9644$. The target name used was cifs/mdc-10606.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420798","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 7:44:52 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-8971$. The target name used was cifs/mdc-10208.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420797","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 7:44:15 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10051$. The target name used was cifs/lap-10804.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420796","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 7:42:38 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10171$. The target name used was cifs/mdc-11619.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420789","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 7:38:59 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
